State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1600,2000,1800
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1800,1800,1800
Haryana,Sonipat,Ganaur APMC,Cucumbar(Kheera),Cucumbar,Medium,16-05-2026,1500,2000,1800
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1600,2000,1800
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1600,2000,1800
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1800,1800,1800
Uttarakhand,Haridwar,Haridwar Union APMC,Papaya,Other,Grade C,16-05-2026,1500,2000,1800
Kerala,Alappuzha,Chengannur APMC,Ashgourd,Other,FAQ,16-05-2026,1600,1900,1800
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1600,2000,1800
Uttar Pradesh,Bahraich,Risia APMC,Maize,Other,FAQ,16-05-2026,1750,1800,1761.25
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,2000,1750
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Coimbatore,Udumalpet APMC,Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Cabbage,Cabbage,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Gujarat,Rajkot,Dhoraji APMC,Maize,Deshi Red,Non-FAQ,16-05-2026,1530,1750,1750
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,1500,2000,1750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Coimbatore,Udumalpet APMC,Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Uttar Pradesh,Hardoi,Sandila APMC,Maize,Other,FAQ,16-05-2026,1750,1750,1750
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Onion,Bellary,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Coimbatore,Udumalpet APMC,Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Pumpkin,Pumpkin,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,2000,1750
Manipur,Imphal East,Lamlong Bazaar APMC,Potato,Other,FAQ,16-05-2026,1500,2000,1750
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Cauliflower,Cauliflower,Grade A,16-05-2026,1500,1900,1700
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,16-05-2026,1600,1800,1700
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1600,1800,1700
Madhya Pradesh,Balaghat,Balaghat APMC,Paddy(Common),Paddy,Non-FAQ,16-05-2026,1675,1700,1700
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1600,1800,1700
Tamil Nadu,Namakkal,Tiruchengode APMC,Ashgourd,Gouard,Local,16-05-2026,1600,1800,1700
Uttarakhand,Haridwar,Haridwar Union APMC,Chikoos(Sapota),Other,Grade C,16-05-2026,1500,2000,1700
Kerala,Palakad,Kottayi VFPCK APMC,Ashgourd,Ashgourd,Grade A,16-05-2026,1700,1700,1700
Chattisgarh,Dantewada,Gidam APMC,Paddy(Common),1001,Non-FAQ,16-05-2026,1600,1800,1700
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Onion,Onion,Medium,16-05-2026,1700,1700,1700
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1600,1800,1700
Madhya Pradesh,Balaghat,Balaghat APMC,Paddy(Common),Paddy,FAQ,16-05-2026,1650,1650,1650
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1500,1800,1650
Uttar Pradesh,Agra,Khairagarh APMC,Tomato,Tomato,FAQ,16-05-2026,1600,1700,1650
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Himachal Pradesh,Una,SMY Santoshgarh,Onion,Onion,FAQ,16-05-2026,1500,1800,1650
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Raddish,Raddish,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,1800,1650
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,16-05-2026,1500,1800,1650
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Green Chilli,Green Chilly,FAQ,16-05-2026,1400,1800,1600
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Tinda,Tinda,Grade A,16-05-2026,1400,1800,1600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1400,1800,1600
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1400,1800,1600
Himachal Pradesh,Kangra,SMY Baijnath,Water Melon,Water Melon,Grade B,16-05-2026,1500,1700,1600
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1400,1800,1600
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Tomato,Tomato,Grade A,16-05-2026,700,2500,1600
Punjab,Ludhiana,Ludhiana APMC,Colacasia,Arabi,FAQ,16-05-2026,1400,1800,1600
Kerala,Thirssur,Kadukutty VFPCK APMC,Banana,Palayamthodan,Grade A,16-05-2026,1400,1800,1600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,16-05-2026,1400,1800,1600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1400,1800,1600
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1600,1600,1600
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1400,1800,1600
Kerala,Ernakulam,Perumbavoor APMC,Onion,Onion,Medium,16-05-2026,1200,2100,1600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1400,1800,1600
Uttarakhand,Haridwar,Roorkee APMC,Tomato,Other,Medium,16-05-2026,1200,2200,1600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,16-05-2026,1600,1600,1600
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1500,1600,1550
Punjab,Tarntaran,Tarantaran APMC,Onion,Other,Local,16-05-2026,1550,1550,1550
Uttar Pradesh,Fatehpur,Jahanabad APMC,Green Chilli,Green Chilly,FAQ,16-05-2026,1550,1550,1550
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Green Chilli,Other,Grade A,16-05-2026,1500,1600,1550
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Cucumbar(Kheera),Cucumbar,Medium,16-05-2026,1300,1700,1500
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1000,2000,1500
Punjab,Kapurthala,Sultanpur APMC,Bhindi(Ladies Finger),Other,Local,16-05-2026,1500,1500,1500
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,16-05-2026,1500,1500,1500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1500,1500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,1500,1500,1500
Uttar Pradesh,Bulandshahar,Gulavati APMC,Brinjal,Brinjal,FAQ,16-05-2026,1400,1600,1500
Andhra Pradesh,Tirupathi,Thiruchanur APMC,Mango,Other,Grade A,16-05-2026,1000,2000,1500
Uttarakhand,Haridwar,Haridwar Union APMC,Tomato,Tomato,FAQ,16-05-2026,1200,1700,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Cucumbar(Kheera),Cucumbar,FAQ,16-05-2026,1450,1520,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Banana - Green,Banana - Green,FAQ,16-05-2026,1450,1520,1500
Odisha,Sambalpur,Rairakhol APMC,Potato,Potato,Grade B,16-05-2026,1000,1800,1500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Tomato,Tomato,FAQ,16-05-2026,1200,1700,1500
Madhya Pradesh,Shivpuri,Shivpuri(F&V) APMC,Bhindi(Ladies Finger),Other,Grade B,16-05-2026,1500,1500,1500
Madhya Pradesh,Shivpuri,Shivpuri(F&V) APMC,Pumpkin,Other,Grade B,16-05-2026,1500,1500,1500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1500,1500,1500
West Bengal,Darjeeling,Darjeeling APMC,Potato,Red,FAQ,16-05-2026,1400,1600,1500
Haryana,Sonipat,Ganaur APMC,Tomato,Tomato,FAQ,16-05-2026,1500,1600,1500
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,1500,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Bitter gourd,Bitter Gourd,FAQ,16-05-2026,1450,1520,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Bottle gourd,Bottle Gourd,FAQ,16-05-2026,1450,1520,1500
Odisha,Sundergarh,Sargipali APMC,Brinjal,Brinjal,FAQ,16-05-2026,1400,1600,1500
Odisha,Sundergarh,Sargipali APMC,Onion,Other,FAQ,16-05-2026,1400,1600,1500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1400,1600,1500
Haryana,Kurukshetra,Pehowa APMC,Onion,Other,Medium,16-05-2026,1400,1600,1500
Kerala,Kannur,Payyannur APMC,Cucumbar(Kheera),Other,Local,16-05-2026,1400,1600,1500
Punjab,Kapurthala,Sultanpur APMC,Tinda,Other,Local,16-05-2026,1500,1500,1500
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Onion,Other,Medium,16-05-2026,1200,1700,1500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1000,2000,1500
West Bengal,Darjeeling,Karsiyang(Matigara) APMC,Potato,Red,FAQ,16-05-2026,1400,1600,1500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Water Melon,Other,Medium,16-05-2026,1200,1800,1500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,16-05-2026,1500,1500,1500
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1400,1600,1500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1000,2000,1500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,1500,1500
Himachal Pradesh,Mandi,PMY Kangni Mandi,Karbuja(Musk Melon),Karbhuja,Grade B,16-05-2026,1000,2000,1500
Uttar Pradesh,Bulandshahar,Gulavati APMC,Onion,Onion,FAQ,16-05-2026,1400,1600,1500
Uttar Pradesh,Bulandshahar,Gulavati APMC,Bottle gourd,Bottle Gourd,FAQ,16-05-2026,1400,1600,1500
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,1500,1500
Odisha,Cuttack,Banki APMC,Pumpkin,Other,Medium,16-05-2026,1200,1800,1500
Andhra Pradesh,Tirupathi,Thiruchanur APMC,Mango,Totapuri,Grade A,16-05-2026,1000,2000,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Brinjal,Round/Long,FAQ,16-05-2026,1450,1520,1500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Capsicum,Capsicum,FAQ,16-05-2026,1200,1800,1500
Tamil Nadu,Vellore,Thirupathur APMC,Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,1500,1500
Tamil Nadu,Vellore,Thirupathur APMC,Ashgourd,Gouard,Local,16-05-2026,1500,1500,1500
Punjab,Moga,Moga APMC,Onion,Red,Medium,16-05-2026,1300,1750,1500
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1400,1600,1500
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Carrot,Other,Medium,16-05-2026,1200,2000,1500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1000,2000,1500
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1500,1500,1500
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1200,1800,1500
Uttar Pradesh,Bulandshahar,Gulavati APMC,Cucumbar(Kheera),Cucumbar,FAQ,16-05-2026,1400,1600,1500
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ),Water Melon,Water Melon,Local,16-05-2026,1500,1500,1500
Punjab,Ludhiana,Ludhiana APMC,Karbuja(Musk Melon),Karbhuja,Medium,16-05-2026,800,2000,1500
Punjab,Ludhiana,Ludhiana APMC,Coriander(Leaves),Other,FAQ,16-05-2026,1000,1800,1500
Odisha,Sundergarh,Sargipali APMC,Bhindi(Ladies Finger),Bhindi,FAQ,16-05-2026,1400,1600,1500
Uttar Pradesh,Shamli,Kairana APMC,Bhindi(Ladies Finger),Bhindi,FAQ,16-05-2026,1400,1500,1450
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Bhindi(Ladies Finger),Other,Grade A,16-05-2026,1400,1500,1450
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Raddish,Raddish,Local,16-05-2026,1400,1500,1450
Uttar Pradesh,Shamli,Kairana APMC,Water Melon,Water Melon,Medium,16-05-2026,1400,1500,1450
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Sponge gourd,Sponge gourd,Medium,16-05-2026,1200,1600,1400
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1000,1800,1400
Himachal Pradesh,Una,SMY Santoshgarh,Cauliflower,Cauliflower,FAQ,16-05-2026,1300,1500,1400
Uttarakhand,Haridwar,Haridwar Union APMC,Banana,Other,Grade B,16-05-2026,1200,1600,1400
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16-05-2026,1200,1600,1400
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,16-05-2026,1000,1800,1400
Uttarakhand,Haridwar,Haridwar Union APMC,Bitter gourd,Bitter Gourd,FAQ,16-05-2026,1200,1600,1400
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Coriander(Leaves),Coriander,Medium,16-05-2026,1200,1600,1400
Himachal Pradesh,Kangra,SMY Baijnath,Raddish,Raddish,Grade B,16-05-2026,1200,1600,1400
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Cauliflower,Cauliflower,Grade A,16-05-2026,1200,2000,1400
Uttar Pradesh,Fatehpur,Fatehpur APMC,Tomato,Other,FAQ,16-05-2026,1400,1400,1400
Haryana,Kurukshetra,Pehowa APMC,Tomato,Other,Medium,16-05-2026,1200,1600,1400
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Tomato,Tomato,FAQ,16-05-2026,1400,1400,1400
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Onion,Red,FAQ,16-05-2026,1400,1400,1400
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,16-05-2026,1400,1400,1400
Himachal Pradesh,Kangra,SMY Baijnath,Cabbage,Cabbage,Grade A,16-05-2026,1300,1400,1400
